x-axis,y-axis,z-axis
"0.22625206","1.1360487","9.996989"
"0.22625206","1.1360487","9.996989"
"0.30107087","1.2503718","9.758167"
"0.30107087","1.2503718","9.758167"
"0.21188685","1.270124","9.824008"
"0.21188685","1.270124","9.824008"
"0.19632454","1.2497733","9.919178"
"0.19632454","1.2497733","9.919178"
"0.1436521","1.2737153","9.760562"
"0.1436521","1.2737153","9.760562"
"0.110731825","1.146224","9.797073"
"0.110731825","1.146224","9.797073"
"0.15861586","1.2491747","9.854534"
"0.15861586","1.2491747","9.854534"
"0.19871874","1.2467805","9.90601"
"0.19871874","1.2467805","9.90601"
"0.16160862","1.2611457","9.80665"
"0.16160862","1.2611457","9.80665"
"0.11492168","1.2395979","9.733028"
"0.11492168","1.2395979","9.733028"
"0.18794483","1.252766","9.81503"
"0.18794483","1.252766","9.81503"
"0.22266077","1.2982559","9.818622"
"0.22266077","1.2982559","9.818622"
"0.16340427","1.3144168","9.87668"
"0.16340427","1.3144168","9.87668"
"0.18914193","1.2479776","9.822212"
"0.18914193","1.2479776","9.822212"
"0.17717093","1.2892777","9.91439"
"0.17717093","1.2892777","9.91439"
"0.15801731","1.3329718","9.816227"
"0.15801731","1.3329718","9.816227"
"0.12749124","1.3275849","9.824008"
"0.12749124","1.3275849","9.824008"
"0.074220255","1.2180501","9.973047"
"0.074220255","1.2180501","9.973047"
"0.09995792","1.2126632","9.938332"
"0.09995792","1.2126632","9.938332"
"0.13108255","1.264737","9.9473095"
"0.13108255","1.264737","9.9473095"
"0.10594343","1.2683283","9.803059"
"0.10594343","1.2683283","9.803059"
"0.095169514","1.311424","9.639056"
"0.095169514","1.311424","9.639056"
"0.1448492","1.3042414","9.946113"
"0.1448492","1.3042414","9.946113"
"0.15502456","1.2282255","9.822811"
"0.15502456","1.2282255","9.822811"
"0.14664486","1.2366052","9.901819"
"0.14664486","1.2366052","9.901819"
"0.13826515","1.2449849","9.820416"
"0.13826515","1.2449849","9.820416"
"0.1388637","1.2731167","9.909002"
"0.1388637","1.2731167","9.909002"
"0.11971009","1.2940661","9.911995"
"0.11971009","1.2940661","9.911995"
"0.31543607","1.246182","9.803658"
"0.31543607","1.246182","9.803658"
"0.5057751","1.2186487","9.770139"
"0.5057751","1.2186487","9.770139"
"0.5895722","1.1563994","9.703101"
"0.5895722","1.1563994","9.703101"
"0.7206547","1.2557588","10.03769"
"0.7206547","1.2557588","10.03769"
"0.50517654","1.1994951","9.605537"
"0.50517654","1.1994951","9.605537"
"0.3321955","1.2509704","9.842564"
"0.3321955","1.2509704","9.842564"
"0.31483752","1.1504139","9.796474"
"0.31483752","1.1504139","9.796474"
"0.30526072","1.1941081","9.880272"
"0.30526072","1.1941081","9.880272"
"0.26994625","1.1133038","9.70789"
"0.26994625","1.1133038","9.70789"
"0.3357868","1.1755531","9.820416"
"0.3357868","1.1755531","9.820416"
"0.36391866","1.1785458","9.752781"
"0.36391866","1.1785458","9.752781"
"0.32800564","1.1947067","9.861717"
"0.32800564","1.1947067","9.861717"
"0.18734628","1.1719618","9.740809"
"0.18734628","1.1719618","9.740809"
"0.2896984","1.1905168","9.824008"
"0.2896984","1.1905168","9.824008"
"0.4225766","1.2270284","9.837176"
"0.4225766","1.2270284","9.837176"
"0.5129577","1.2042835","9.709685"
"0.5129577","1.2042835","9.709685"
"0.58777654","1.1881226","9.758766"
"0.58777654","1.1881226","9.758766"
"0.6206968","1.0845734","9.973047"
"0.6206968","1.0845734","9.973047"
"0.57520694","1.055843","9.768343"
"0.57520694","1.055843","9.768343"
"0.4997896","1.0696096","9.7479925"
"0.4997896","1.0696096","9.7479925"
"0.44951138","1.1025299","9.85214"
"0.44951138","1.1025299","9.85214"
"0.37588966","1.0450691","9.886856"
"0.37588966","1.0450691","9.886856"
"0.30585927","1.1055226","9.73662"
"0.30585927","1.1055226","9.73662"
"0.338181","1.0462662","9.865907"
"0.338181","1.0462662","9.865907"
"0.39205053","1.0223241","9.829395"
"0.39205053","1.0223241","9.829395"
"0.36990416","1.0755951","9.779716"
"0.36990416","1.0755951","9.779716"
"0.32022446","1.0737995","9.777321"
"0.32022446","1.0737995","9.777321"
"0.35673606","1.0534488","9.837775"
"0.35673606","1.0534488","9.837775"
"0.29149407","1.0295067","9.733028"
"0.29149407","1.0295067","9.733028"
"0.3333926","1.1264719","9.84795"
"0.3333926","1.1264719","9.84795"
"0.3573346","0.9935937","9.787497"
"0.3573346","0.9935937","9.787497"
"0.4381389","1.2814964","9.950302"
"0.4381389","1.2814964","9.950302"
"0.32561144","1.1522095","9.801862"
"0.32561144","1.1522095","9.801862"
"0.31064767","1.2413936","9.939528"
"0.31064767","1.2413936","9.939528"
