x-axis,y-axis,z-axis
"0.24121583","2.2307975","9.64564"
"0.23822308","2.2158337","9.821015"
"0.23822308","2.2158337","9.821015"
"0.17956513","2.32058","9.626487"
"0.17956513","2.32058","9.626487"
"0.130484","2.2463598","9.581595"
"0.130484","2.2463598","9.581595"
"0.23642741","2.235586","9.710882"
"0.23642741","2.235586","9.710882"
"0.219668","2.2703018","9.619304"
"0.219668","2.2703018","9.619304"
"0.18974048","2.2200236","9.719262"
"0.18974048","2.2200236","9.719262"
"0.2693477","2.1930888","9.74859"
"0.2693477","2.1930888","9.74859"
"0.20290859","2.2056582","9.6923275"
"0.20290859","2.2056582","9.6923275"
"0.16879122","2.1823149","9.655217"
"0.16879122","2.1823149","9.655217"
"0.16519992","2.19668","9.660006"
"0.16519992","2.19668","9.660006"
"0.15263036","2.167351","9.604341"
"0.15263036","2.167351","9.604341"
"0.12749124","2.2050598","9.683349"
"0.12749124","2.2050598","9.683349"
"0.11492168","2.1751323","9.566631"
"0.11492168","2.1751323","9.566631"
"0.15382746","2.1613655","9.67856"
"0.15382746","2.1613655","9.67856"
"0.21547815","2.1918917","9.670779"
"0.21547815","2.1918917","9.670779"
"0.24181437","2.212841","9.69113"
"0.24181437","2.212841","9.69113"
"0.19512744","2.1853075","9.694122"
"0.19512744","2.1853075","9.694122"
"0.22146365","2.2062569","9.676167"
"0.22146365","2.2062569","9.676167"
"0.17298107","2.2517467","9.917382"
"0.17298107","2.2517467","9.917382"
"0.27593175","2.220622","9.702502"
"0.27593175","2.220622","9.702502"
"0.20290859","2.2122424","9.629479"
"0.20290859","2.2122424","9.629479"
"0.21667525","2.2499511","9.674371"
"0.21667525","2.2499511","9.674371"
"0.20709845","2.2212207","9.705495"
"0.20709845","2.2212207","9.705495"
"0.21787235","2.236783","9.598354"
"0.21787235","2.236783","9.598354"
"0.23822308","2.224812","9.712678"
"0.23822308","2.224812","9.712678"
"0.20530279","2.2397757","9.750386"
"0.20530279","2.2397757","9.750386"
"0.20290859","2.1535845","9.704897"
"0.20290859","2.1535845","9.704897"
"0.1352724","2.1888988","9.523536"
"0.1352724","2.1888988","9.523536"
"0.13108255","2.2331917","9.662998"
"0.13108255","2.2331917","9.662998"
"0.6991069","2.2379801","9.950302"
"0.6991069","2.2379801","9.950302"
"0.6512229","2.348712","9.593566"
"0.6512229","2.348712","9.593566"
"0.6159084","2.2649148","9.647436"
"0.6159084","2.2649148","9.647436"
"0.65062433","2.2852654","9.616311"
"0.65062433","2.2852654","9.616311"
"0.48123455","2.2014685","9.741408"
"0.48123455","2.2014685","9.741408"
"0.12030864","2.0931308","9.672575"
"0.12030864","2.0931308","9.672575"
"0.14784196","2.1260512","9.655217"
"0.14784196","2.1260512","9.655217"
"0.19991584","2.132635","9.727043"
"0.19991584","2.132635","9.727043"
"0.16280572","2.1140802","9.695918"
"0.16280572","2.1140802","9.695918"
"0.29388827","2.179322","9.710283"
"0.29388827","2.179322","9.710283"
"0.29628247","2.1811178","9.740809"
"0.29628247","2.1811178","9.740809"
"0.320823","2.1655555","9.685144"
"0.320823","2.1655555","9.685144"
"0.30166942","2.1499932","9.637859"
"0.30166942","2.1499932","9.637859"
"0.35913026","2.1601684","9.648633"
"0.35913026","2.1601684","9.648633"
"0.24720132","2.2649148","9.718064"
"0.24720132","2.2649148","9.718064"
"0.46028528","2.2337902","9.576208"
"0.46028528","2.2337902","9.576208"
"0.741604","2.1176715","9.546281"
"0.741604","2.1176715","9.546281"
"0.59495914","2.047641","9.241618"
"0.59495914","2.047641","9.241618"
"1.0474633","2.1930888","9.742605"
"1.0474633","2.1930888","9.742605"
"1.0109516","2.1523874","9.633669"
"1.0109516","2.1523874","9.633669"
"0.85293436","2.0895395","9.728839"
"0.85293436","2.0895395","9.728839"
"0.48243165","2.030283","9.592369"
"0.48243165","2.030283","9.592369"
"0.415394","2.0799627","9.689334"
"0.415394","2.0799627","9.689334"
"0.30406362","2.0512323","9.721656"
"0.30406362","2.0512323","9.721656"
"0.26994625","2.086547","9.865308"
"0.26994625","2.086547","9.865308"
"0.3321955","2.0709844","9.648633"
"0.3321955","2.0709844","9.648633"
"0.5518635","2.0967221","9.657013"
"0.5518635","2.0967221","9.657013"
"0.81283146","2.119467","9.658808"
"0.81283146","2.119467","9.658808"
"0.89662856","2.1350293","9.749788"
"0.89662856","2.1350293","9.749788"
"0.89603","2.1493945","9.552266"
"0.89603","2.1493945","9.552266"
"0.9684546","2.1589713","9.7803135"
"0.9684546","2.1589713","9.7803135"
"0.55246204","1.8381484","9.84795"
"0.55246204","1.8381484","9.84795"
"0.53689975","2.0386627","9.5492735"
"0.53689975","2.0386627","9.5492735"
"0.34476504","2.0446482","9.6767645"
"0.34476504","2.0446482","9.6767645"
"0.3477578","2.087744","9.76954"
"0.3477578","2.087744","9.76954"
