x-axis,y-axis,z-axis
"-0.0","0.0","-0.0"
"0.031926755","-0.012983547","-0.009365181"
"0.038737796","-0.02230616","-0.0155802565"
"0.038737796","-0.02230616","-0.0155802565"
"0.020773675","0.007909322","-0.011612826"
"0.020773675","0.007909322","-0.011612826"
"0.013000575","0.009094443","-0.013121471"
"0.013000575","0.009094443","-0.013121471"
"0.016147276","0.005147104","-0.013689851"
"0.016147276","0.005147104","-0.013689851"
"0.017387565","0.007310359","-0.012867487"
"0.017387565","0.007310359","-0.012867487"
"0.051583625","-0.057579532","-0.022426156"
"0.051583625","-0.057579532","-0.022426156"
"0.017428257","-0.00732583","-0.011555575"
"0.017428257","-0.00732583","-0.011555575"
"0.049487725","0.062249746","0.0062932274"
"0.049487725","0.062249746","0.0062932274"
"0.059384767","0.10705511","0.0075887223"
"0.059384767","0.10705511","0.0075887223"
"0.04878488","0.17546469","0.019905904"
"0.04878488","0.17546469","0.019905904"
"0.020723231","0.07566686","-0.006849694"
"0.020723231","0.07566686","-0.006849694"
"0.019771261","0.051381156","-0.017186232"
"0.019771261","0.051381156","-0.017186232"
"0.015178474","0.05068295","-0.01736735"
"0.015178474","0.05068295","-0.01736735"
"0.015761144","0.05693543","-0.014958105"
"0.015761144","0.05693543","-0.014958105"
"0.043471444","0.102590814","-0.017074764"
"0.043471444","0.102590814","-0.017074764"
"0.011364202","0.059936766","-0.019193782"
"0.011364202","0.059936766","-0.019193782"
"0.013986797","0.040286995","-0.024933051"
"0.013986797","0.040286995","-0.024933051"
"0.019490393","0.023077259","-0.021223512"
"0.019490393","0.023077259","-0.021223512"
"-0.0039894283","-0.06774043","-0.03485779"
"-0.0039894283","-0.06774043","-0.03485779"
"0.0040451884","-0.027586715","-0.031291753"
"0.0040451884","-0.027586715","-0.031291753"
"0.02515919","-0.03718137","-0.045892216"
"0.02515919","-0.03718137","-0.045892216"
"0.032259516","-0.0382589","-0.04033214"
"0.032259516","-0.0382589","-0.04033214"
"0.014313983","0.0013196353","-0.033755627"
