x-axis,y-axis,z-axis
"0.044697456","0.008513801","-0.020220278"
"0.037886415","0.006172506","-0.020007432"
"0.03499172","0.009194906","-0.018134395"
"0.03499172","0.009194906","-0.018134395"
"0.027354842","0.00714308","-0.014294672"
"0.027354842","0.00714308","-0.014294672"
"0.02592793","0.0016704082","-0.014841258"
"0.02592793","0.0016704082","-0.014841258"
"0.023935018","0.0032519319","-0.0127243865"
"0.023935018","0.0032519319","-0.0127243865"
"0.008292918","0.0072841365","-0.015500635"
"0.008292918","0.0072841365","-0.015500635"
"0.0076985597","0.0026346336","-0.016870253"
"0.0076985597","0.0026346336","-0.016870253"
"0.013182733","0.005087537","-0.014134738"
"0.013182733","0.005087537","-0.014134738"
"0.013738862","0.007688395","-0.014287621"
"0.013738862","0.007688395","-0.014287621"
"0.015035146","0.0070020966","-0.013558547"
"0.015035146","0.0070020966","-0.013558547"
"0.018200623","0.0077301273","-0.0134009775"
"0.018200623","0.0077301273","-0.0134009775"
"0.019030245","0.017252043","-0.010933627"
"0.019030245","0.017252043","-0.010933627"
"0.014585661","0.02210259","-0.019601999"
"0.014585661","0.02210259","-0.019601999"
"0.014648358","0.012999482","-0.018022895"
"0.014648358","0.012999482","-0.018022895"
"0.012570066","0.00848398","-0.016546765"
"0.012570066","0.00848398","-0.016546765"
"0.014525799","0.0061486494","-0.015791552"
"0.014525799","0.0061486494","-0.015791552"
"0.01502616","0.0066216798","-0.014974537"
"0.01502616","0.0066216798","-0.014974537"
"0.017554898","0.0052973437","-0.01410808"
"0.017554898","0.0052973437","-0.01410808"
"0.011702623","-0.011299813","-0.01410808"
"0.011702623","-0.011299813","-0.01410808"
"0.01915297","-0.018192187","-0.015117675"
"0.01915297","-0.018192187","-0.015117675"
"0.01851505","-0.007955554","-0.015073971"
"0.01851505","-0.007955554","-0.015073971"
"0.019707477","-0.0048745275","-0.0141876275"
"0.019707477","-0.0048745275","-0.0141876275"
"0.016404517","-0.0048745275","-0.012414328"
"0.016404517","-0.0048745275","-0.012414328"
"0.01759336","-0.004325312","-0.013124137"
"0.01759336","-0.004325312","-0.013124137"
"0.018118743","-0.004325312","-0.012840604"
"0.018118743","-0.004325312","-0.012840604"
"0.019603275","-0.0028217146","-0.012188089"
"0.019603275","-0.0028217146","-0.012188089"
"0.009510114","-0.0063014273","-0.012517456"
"0.009510114","-0.0063014273","-0.012517456"
"0.013142061","-0.005466832","-0.013419485"
"0.013142061","-0.005466832","-0.013419485"
"0.020304522","-0.0058633806","-0.022867754"
"0.020304522","-0.0058633806","-0.022867754"
"0.02816294","-0.020015547","-0.03510896"
"0.02816294","-0.020015547","-0.03510896"
"0.024871647","-0.030273056","-0.039367955"
"0.024871647","-0.030273056","-0.039367955"
"0.025644135","-0.03507354","-0.036176957"
"0.025644135","-0.03507354","-0.036176957"
"0.025836434","-0.012946834","-0.03298562"
"0.025836434","-0.012946834","-0.03298562"
"0.00598284","0.038171202","-0.012127879"
"0.00598284","0.038171202","-0.012127879"
"0.010745933","0.046926025","-0.0039554876"
"0.010745933","0.046926025","-0.0039554876"
"0.012002267","0.036263753","-0.004228615"
"0.012002267","0.036263753","-0.004228615"
"0.0140715595","0.029011004","-0.0048728073"
"0.0140715595","0.029011004","-0.0048728073"
"0.014875613","0.026401479","-0.005813851"
"0.014875613","0.026401479","-0.005813851"
"0.00977204","0.014948677","-0.011462121"
"0.00977204","0.014948677","-0.011462121"
"0.014841518","0.0032322956","-0.014490822"
"0.014841518","0.0032322956","-0.014490822"
"0.017407186","0.0010959213","-0.013721108"
"0.017407186","0.0010959213","-0.013721108"
"0.01903403","0.001940962","-0.012466802"
"0.01903403","0.001940962","-0.012466802"
"0.015014379","9.142346E-4","-0.012101892"
"0.015014379","9.142346E-4","-0.012101892"
"0.009244518","-0.014593455","-0.011384274"
"0.009244518","-0.014593455","-0.011384274"
"0.021656232","-0.06105481","-0.020388205"
"0.021656232","-0.06105481","-0.020388205"
"0.026051631","-0.062040243","-0.02163169"
"0.026051631","-0.062040243","-0.02163169"
"0.030419331","-0.09156266","-0.021136563"
"0.030419331","-0.09156266","-0.021136563"
"0.030295126","-0.07686849","-0.024571672"
"0.030295126","-0.07686849","-0.024571672"
"0.026577396","-0.053619526","-0.023275703"
"0.026577396","-0.053619526","-0.023275703"
"0.0146637205","-0.0073505","-0.011596676"
"0.0146637205","-0.0073505","-0.011596676"
"0.014497962","0.041158352","-0.002679145"
"0.014497962","0.041158352","-0.002679145"
"0.011598369","0.042079017","-0.0036332312"
"0.011598369","0.042079017","-0.0036332312"
"0.011407145","0.031960454","-0.003757965"
"0.011407145","0.031960454","-0.003757965"
"0.0055073504","0.014074732","-0.0059862025"
"0.0055073504","0.014074732","-0.0059862025"
"0.007385711","0.0025331387","-0.008407327"
"0.007385711","0.0025331387","-0.008407327"
"0.01867927","-0.036285594","-0.02056079"
"0.01867927","-0.036285594","-0.02056079"
"0.021967301","-0.046056077","-0.025600968"
"0.021967301","-0.046056077","-0.025600968"
"0.02012798","-0.04684858","-0.027930351"
"0.02012798","-0.04684858","-0.027930351"
"0.021423511","-0.049398188","-0.029368168"
"0.021423511","-0.049398188","-0.029368168"
"0.0028781919","-0.019298272","-0.009021072"
"0.0028781919","-0.019298272","-0.009021072"
"-0.0064240927","0.047776356","0.0061923796"
"-0.0064240927","0.047776356","0.0061923796"
"0.015081004","0.061634038","-0.004836967"
"0.015081004","0.061634038","-0.004836967"
"0.018450154","0.046753086","-0.0059980243"
"0.018450154","0.046753086","-0.0059980243"
"0.023699615","0.04442636","-0.0059980243"
