x-axis,y-axis,z-axis
"0.056403935","-0.07343154","-0.015963377"
"0.03852495","-0.054488327","-0.014260617"
"0.031032804","-0.03635393","-0.016303929"
"0.031032804","-0.03635393","-0.016303929"
"0.024613399","-0.02205926","-0.014745904"
"0.024613399","-0.02205926","-0.014745904"
"0.015859509","-0.013390507","-0.015840778"
"0.015859509","-0.013390507","-0.015840778"
"0.011836227","-0.017949138","-0.010118483"
"0.011836227","-0.017949138","-0.010118483"
"0.020324077","-0.012656549","-0.013841602"
"0.020324077","-0.012656549","-0.013841602"
"0.023070304","-0.011615155","-0.014691647"
"0.023070304","-0.011615155","-0.014691647"
"0.020584693","-0.009930659","-0.014733148"
"0.020584693","-0.009930659","-0.014733148"
"0.02264026","-0.027739115","-0.014553503"
"0.02264026","-0.027739115","-0.014553503"
"0.021092037","-0.025596812","-0.016325394"
"0.021092037","-0.025596812","-0.016325394"
"0.02325898","-0.012602184","-0.0158273"
"0.02325898","-0.012602184","-0.0158273"
"0.020735636","-0.007953296","-0.017557275"
"0.020735636","-0.007953296","-0.017557275"
"0.016162818","-0.005085567","-0.017557275"
"0.016162818","-0.005085567","-0.017557275"
"0.011227495","0.009766473","-0.020218326"
"0.011227495","0.009766473","-0.020218326"
"0.020901319","0.040591314","0.02320167"
"0.020901319","0.040591314","0.02320167"
"0.03992116","0.065676875","0.017284267"
"0.03992116","0.065676875","0.017284267"
"0.039812196","0.057436936","0.009783357"
"0.039812196","0.057436936","0.009783357"
"0.03419105","0.042544026","0.007613841"
"0.03419105","0.042544026","0.007613841"
"0.022031715","0.008493818","-0.0030612636"
"0.022031715","0.008493818","-0.0030612636"
"0.024862103","0.012116181","-0.003513236"
"0.024862103","0.012116181","-0.003513236"
"0.03031909","0.016078295","-0.0055775745"
"0.03031909","0.016078295","-0.0055775745"
"0.026809411","0.032231536","-0.0040363693"
"0.026809411","0.032231536","-0.0040363693"
"0.01591356","0.03302196","-0.022172304"
"0.01591356","0.03302196","-0.022172304"
"0.021244649","0.041316718","-0.022633279"
"0.021244649","0.041316718","-0.022633279"
"0.020614084","0.030924926","-0.021512143"
"0.020614084","0.030924926","-0.021512143"
"0.017129803","0.027081234","-0.01827394"
"0.017129803","0.027081234","-0.01827394"
"0.0073184916","0.014215412","-0.017173292"
"0.0073184916","0.014215412","-0.017173292"
"-0.01713247","-0.05503532","-0.05332781"
"-0.01713247","-0.05503532","-0.05332781"
"-0.013280286","-0.089151405","-0.07075779"
"-0.013280286","-0.089151405","-0.07075779"
"2.3086765E-4","-0.07153397","-0.05852184"
"2.3086765E-4","-0.07153397","-0.05852184"
"0.014445311","-0.059994157","-0.050435837"
"0.014445311","-0.059994157","-0.050435837"
"0.012620475","-0.045866877","-0.043541346"
"0.012620475","-0.045866877","-0.043541346"
"0.014566125","-0.06074499","-0.036961526"
"0.014566125","-0.06074499","-0.036961526"
"0.018251095","-0.04838315","-0.032336205"
"0.018251095","-0.04838315","-0.032336205"
"0.029712874","-0.030405564","-0.030125866"
"0.029712874","-0.030405564","-0.030125866"
"0.025473058","-0.025175832","-0.028144747"
"0.025473058","-0.025175832","-0.028144747"
"0.007182055","-0.009924104","-0.024644246"
"0.007182055","-0.009924104","-0.024644246"
"0.005958489","-0.010493424","-0.019289708"
"0.005958489","-0.010493424","-0.019289708"
"0.008172312","-0.011587415","-0.016921682"
"0.008172312","-0.011587415","-0.016921682"
"0.008027765","-0.0069286367","-0.015878642"
"0.008027765","-0.0069286367","-0.015878642"
"0.026855335","-0.0102255","-0.015878642"
"0.026855335","-0.0102255","-0.015878642"
"0.009352101","0.03864551","0.002834774"
"0.009352101","0.03864551","0.002834774"
"0.0038633156","0.07689093","0.015464211"
"0.0038633156","0.07689093","0.015464211"
"0.005857638","0.07939173","0.012371369"
"0.005857638","0.07939173","0.012371369"
"-8.4786036E-4","0.06287485","-0.0071305074"
"-8.4786036E-4","0.06287485","-0.0071305074"
"-0.011746231","0.033059433","-0.028478824"
"-0.011746231","0.033059433","-0.028478824"
"0.010184758","-0.076143764","-0.066629134"
"0.010184758","-0.076143764","-0.066629134"
"0.009850567","-0.058999404","-0.05756021"
"0.009850567","-0.058999404","-0.05756021"
"0.0044749333","-0.03698296","-0.05009222"
"0.0044749333","-0.03698296","-0.05009222"
"0.047213178","-0.010217471","-0.04582059"
