x-axis,y-axis,z-axis
"0.41599256","1.9871874","9.818622"
"0.41599256","1.9871874","9.818622"
"0.36750996","2.0368671","9.689334"
"0.36750996","2.0368671","9.689334"
"0.091578215","2.0260932","9.603742"
"0.091578215","2.0260932","9.603742"
"0.2873042","2.1517887","9.667787"
"0.2873042","2.1517887","9.667787"
"0.19033903","2.272696","9.7240505"
"0.19033903","2.272696","9.7240505"
"-0.008978256","2.2158337","9.483433"
"-0.008978256","2.2158337","9.483433"
"0.02633622","2.202067","9.677961"
"0.02633622","2.202067","9.677961"
"0.16519992","2.1458032","9.722255"
"0.16519992","2.1458032","9.722255"
"0.15083471","2.191293","9.768343"
"0.15083471","2.191293","9.768343"
"0.0796072","2.2152352","9.629479"
"0.0796072","2.2152352","9.629479"
"0.040102877","2.2014685","9.722853"
"0.040102877","2.2014685","9.722853"
"0.034117375","2.1799207","9.958083"
"0.034117375","2.1799207","9.958083"
"-0.01436521","2.12246","9.747394"
"-0.01436521","2.12246","9.747394"
"0.2801216","2.232593","9.396643"
"0.2801216","2.232593","9.396643"
"0.58777654","2.3971944","9.478046"
"0.58777654","2.3971944","9.478046"
"0.581791","2.3906105","9.523536"
"0.581791","2.3906105","9.523536"
"0.59615624","2.4528596","9.5809965"
"0.59615624","2.4528596","9.5809965"
"0.41958386","2.2750902","9.584588"
"0.41958386","2.2750902","9.584588"
"0.36511576","2.2505496","9.601347"
"0.36511576","2.2505496","9.601347"
"0.30466217","2.2744915","9.39365"
"0.30466217","2.2744915","9.39365"
"0.32202014","2.2583308","9.713875"
"0.32202014","2.2583308","9.713875"
"0.24001873","2.2391772","9.622296"
"0.24001873","2.2391772","9.622296"
"0.11851298","2.220622","9.426571"
"0.11851298","2.220622","9.426571"
"0.0053869537","2.1667526","9.553463"
"0.0053869537","2.1667526","9.553463"
"0.25857377","2.1859062","9.705495"
"0.25857377","2.1859062","9.705495"
"0.16998832","2.1930888","9.630077"
"0.16998832","2.1930888","9.630077"
"0.21906945","2.2296004","9.669582"
"0.21906945","2.2296004","9.669582"
"0.16579847","2.2212207","9.615114"
"0.16579847","2.2212207","9.615114"
"0.1316811","2.1972785","9.607333"
"0.1316811","2.1972785","9.607333"
"0.10354923","2.224812","9.824008"
"0.10354923","2.224812","9.824008"
"0.12928689","2.1667526","9.651626"
"0.12928689","2.1667526","9.651626"
"0.14963761","2.1667526","9.584588"
"0.14963761","2.1667526","9.584588"
"0.074818805","2.2182279","9.644443"
"0.074818805","2.2182279","9.644443"
"0.1592144","2.195483","9.611523"
"0.1592144","2.195483","9.611523"
"0.077213004","2.190096","9.681553"
"0.077213004","2.190096","9.681553"
"0.025737667","2.1362264","9.605537"
"0.025737667","2.1362264","9.605537"
"0.37229836","2.1996727","9.701904"
"0.37229836","2.1996727","9.701904"
"0.6823475","2.373851","9.581595"
"0.6823475","2.373851","9.581595"
"0.7835025","2.3834279","9.448717"
"0.7835025","2.3834279","9.448717"
"0.7691373","2.2936451","9.82341"
"0.7691373","2.2936451","9.82341"
"0.6512229","2.3493104","9.66659"
"0.6512229","2.3493104","9.66659"
"0.62967503","2.343325","9.551069"
"0.62967503","2.343325","9.551069"
"0.64703304","2.3959973","9.51755"
"0.64703304","2.3959973","9.51755"
"0.7098808","2.3289597","9.581595"
"0.7098808","2.3289597","9.581595"
"0.65900403","2.3343468","9.709685"
"0.65900403","2.3343468","9.709685"
"0.6973112","2.3020248","9.601347"
"0.6973112","2.3020248","9.601347"
"0.52253455","2.3175871","9.308656"
"0.52253455","2.3175871","9.308656"
"0.6242881","2.3110032","9.24521"
"0.6242881","2.3110032","9.24521"
"0.6943185","2.3199813","9.637859"
"0.6943185","2.3199813","9.637859"
"0.7212533","2.3265655","9.631873"
"0.7212533","2.3265655","9.631873"
"0.717662","2.3600843","9.536704"
"0.717662","2.3600843","9.536704"
"0.79248077","2.4007857","9.683349"
"0.79248077","2.4007857","9.683349"
"0.6362591","2.2930467","9.539098"
"0.6362591","2.2930467","9.539098"
"0.4165911","2.27928","9.515755"
"0.4165911","2.27928","9.515755"
"0.44651863","2.2643163","9.620501"
"0.44651863","2.2643163","9.620501"
"0.20171149","2.3122003","9.638457"
"0.20171149","2.3122003","9.638457"
"0.06703765","2.2319946","9.586384"
"0.06703765","2.2319946","9.586384"
"-0.30585927","2.079364","9.528923"
"-0.30585927","2.079364","9.528923"
"-0.46806642","2.087744","9.695918"
"-0.46806642","2.087744","9.695918"
"0.31543607","1.8776526","9.512163"
"0.31543607","1.8776526","9.512163"
"0.18495208","2.0320787","9.533711"
"0.18495208","2.0320787","9.533711"
"0.17058687","2.2948422","9.731233"
"0.17058687","2.2948422","9.731233"
"0.23163901","2.3241713","9.69113"
"0.23163901","2.3241713","9.69113"
"0.24241292","2.255338","9.572019"
"0.24241292","2.255338","9.572019"
"0.32202014","2.3247697","9.637859"
"0.32202014","2.3247697","9.637859"
"0.092176765","2.3469162","9.985018"
"0.092176765","2.3469162","9.985018"
