x-axis,y-axis,z-axis
"-0.007449576","0.019156054","-0.029798305"
"0.017708706","0.0066407654","-0.027329301"
"0.02033947","0.0025456268","-0.022927668"
"0.02033947","0.0025456268","-0.022927668"
"0.020102786","0.008634697","-0.02025774"
"0.020102786","0.008634697","-0.02025774"
"0.017146453","0.012867418","-0.01748326"
"0.017146453","0.012867418","-0.01748326"
"0.003926292","-0.0029024575","-0.020159114"
"0.003926292","-0.0029024575","-0.020159114"
"0.0042052586","-0.005727486","-0.019958502"
"0.0042052586","-0.005727486","-0.019958502"
"0.009962402","-0.004156299","-0.020010859"
"0.009962402","-0.004156299","-0.020010859"
"0.013929583","2.9332648E-4","-0.018349981"
"0.013929583","2.9332648E-4","-0.018349981"
"0.011143667","-8.2956394E-4","-0.018511197"
"0.011143667","-8.2956394E-4","-0.018511197"
"0.012320454","-0.0019407213","-0.016086027"
"0.012320454","-0.0019407213","-0.016086027"
"0.012623349","0.006748379","-0.016487187"
"0.012623349","0.006748379","-0.016487187"
"0.015419805","0.004760168","-0.016487187"
"0.015419805","0.004760168","-0.016487187"
"0.016167054","0.007213655","-0.017659495"
"0.016167054","0.007213655","-0.017659495"
"0.017616235","0.004493854","-0.018384496"
"0.017616235","0.004493854","-0.018384496"
"0.014944367","0.0114703495","-0.017048892"
"0.014944367","0.0114703495","-0.017048892"
"0.015573859","0.01641301","-0.013851958"
"0.015573859","0.01641301","-0.013851958"
"0.0116077075","0.008022129","-0.014487087"
"0.0116077075","0.008022129","-0.014487087"
"0.016522897","0.004502097","-0.014782345"
"0.016522897","0.004502097","-0.014782345"
"0.018965133","0.0021117625","-0.013102945"
"0.018965133","0.0021117625","-0.013102945"
"0.022408837","0.0040307054","-0.011972271"
"0.022408837","0.0040307054","-0.011972271"
"0.028143633","0.018762251","-0.012983338"
"0.028143633","0.018762251","-0.012983338"
"0.023791976","0.009688675","-0.01081236"
"0.023791976","0.009688675","-0.01081236"
"0.024780396","-9.7570586E-4","-0.010778339"
"0.024780396","-9.7570586E-4","-0.010778339"
"0.029828034","-9.934097E-4","-0.010778339"
"0.029828034","-9.934097E-4","-0.010778339"
"0.033227608","-7.9472776E-4","-0.010963966"
"0.033227608","-7.9472776E-4","-0.010963966"
"0.029987605","0.0051110336","-0.010048243"
"0.029987605","0.0051110336","-0.010048243"
"0.015689129","-0.0048506646","-0.01378541"
"0.015689129","-0.0048506646","-0.01378541"
"0.015105444","-0.030699005","-0.024011875"
"0.015105444","-0.030699005","-0.024011875"
"0.005911849","-0.03583999","-0.024104934"
"0.005911849","-0.03583999","-0.024104934"
"0.014520351","-0.03782433","-0.023966538"
"0.014520351","-0.03782433","-0.023966538"
"0.00480524","-0.025364028","-0.016406244"
"0.00480524","-0.025364028","-0.016406244"
"0.014273599","1.4190102E-4","-0.013763531"
"0.014273599","1.4190102E-4","-0.013763531"
"0.0116317235","0.020120954","-0.008456685"
"0.0116317235","0.020120954","-0.008456685"
"0.007176928","0.022482114","-0.0076167276"
"0.007176928","0.022482114","-0.0076167276"
"-0.006603469","0.0067049046","-0.010988818"
"-0.006603469","0.0067049046","-0.010988818"
"0.0013154205","-3.8289232E-4","-0.011345194"
"0.0013154205","-3.8289232E-4","-0.011345194"
"6.2664633E-4","-0.0028604541","-0.012694521"
"6.2664633E-4","-0.0028604541","-0.012694521"
"0.006460978","0.0011171572","-0.010581306"
"0.006460978","0.0011171572","-0.010581306"
"0.011979823","-0.0014475696","-0.010581306"
"0.011979823","-0.0014475696","-0.010581306"
"0.01511783","0.0028859999","-0.009742116"
"0.01511783","0.0028859999","-0.009742116"
"0.021459445","-0.0051407763","-0.012050593"
"0.021459445","-0.0051407763","-0.012050593"
"0.021637304","-0.029228335","-0.01581298"
"0.021637304","-0.029228335","-0.01581298"
"0.016458463","-0.030619398","-0.017120128"
"0.016458463","-0.030619398","-0.017120128"
"0.01572091","-0.029816644","-0.016250243"
"0.01572091","-0.029816644","-0.016250243"
"0.008106982","-0.013636754","-0.014702955"
"0.008106982","-0.013636754","-0.014702955"
"0.007549811","-0.0040983623","-0.011123829"
"0.007549811","-0.0040983623","-0.011123829"
"0.003911399","-0.006045675","-0.0097504435"
"0.003911399","-0.006045675","-0.0097504435"
"0.0052575693","5.8895646E-5","-0.009077425"
"0.0052575693","5.8895646E-5","-0.009077425"
"0.0044189002","0.0066453125","-0.008964701"
"0.0044189002","0.0066453125","-0.008964701"
"0.012261766","-0.002346171","-0.011002971"
"0.012261766","-0.002346171","-0.011002971"
"0.016620453","-0.0065595275","-0.011995052"
"0.016620453","-0.0065595275","-0.011995052"
"0.014786279","-9.907215E-4","-0.0132144075"
"0.014786279","-9.907215E-4","-0.0132144075"
"0.016085923","2.7164794E-4","-0.013977047"
"0.016085923","2.7164794E-4","-0.013977047"
"0.013932964","-2.0837171E-4","-0.012671553"
"0.013932964","-2.0837171E-4","-0.012671553"
"0.012636286","0.011114089","-0.011414313"
"0.012636286","0.011114089","-0.011414313"
"0.019687055","0.021874817","-0.013388351"
"0.019687055","0.021874817","-0.013388351"
"0.027243275","0.010475968","-0.01198775"
"0.027243275","0.010475968","-0.01198775"
"0.023284536","0.017745955","-0.014485637"
"0.023284536","0.017745955","-0.014485637"
"0.052895676","0.011004089","-0.025210591"
"0.052895676","0.011004089","-0.025210591"
"0.049340427","0.006461976","-0.023148304"
"0.049340427","0.006461976","-0.023148304"
"0.037343893","0.004531046","-0.018731488"
