x-axis,y-axis,z-axis
"-0.053211257","-0.013834927","0.023412954"
"-0.021284504","2.3630544E-19","0.010429407"
"-0.005321126","-2.1284503E-4","0.011749046"
"-0.005321126","-2.1284503E-4","0.011749046"
"-0.0040440555","-0.016772188","0.0017368154"
"-0.0040440555","-0.016772188","0.0017368154"
"0.013153822","-0.021080172","-5.2615296E-4"
"0.013153822","-0.021080172","-5.2615296E-4"
"0.02201669","-0.014309998","-0.0031879079"
"0.02201669","-0.014309998","-0.0031879079"
"0.028681293","-0.015704898","-0.0038273963"
"0.028681293","-0.015704898","-0.0038273963"
"0.04018548","-0.014053834","-0.007957353"
"0.04018548","-0.014053834","-0.007957353"
"0.05045306","-0.038700074","-0.010197093"
"0.05045306","-0.038700074","-0.010197093"
"0.045470726","-0.04543352","-0.01518156"
"0.045470726","-0.04543352","-0.01518156"
"0.039994948","-0.03400552","-0.014060853"
"0.039994948","-0.03400552","-0.014060853"
"0.037317082","-0.030609937","-0.015292738"
"0.037317082","-0.030609937","-0.015292738"
"0.02964082","-0.012355783","-7.4055855E-4"
"0.02964082","-0.012355783","-7.4055855E-4"
"0.046061385","0.010122808","0.004728679"
"0.046061385","0.010122808","0.004728679"
"0.060474906","-0.019145917","-0.0032409427"
"0.060474906","-0.019145917","-0.0032409427"
"0.054765277","-0.02106355","-0.006849655"
"0.054765277","-0.02106355","-0.006849655"
"0.049559038","0.0050721983","0.0040983027"
"0.049559038","0.0050721983","0.0040983027"
"0.045181204","0.012784406","0.003278642"
"0.045181204","0.012784406","0.003278642"
"0.044445917","0.0029907934","0.0028357585"
"0.044445917","0.0029907934","0.0028357585"
"0.04513476","-0.0044184066","7.7869167E-4"
"0.04513476","-0.0044184066","7.7869167E-4"
"0.040577553","8.3640305E-5","-0.0019311871"
"0.040577553","8.3640305E-5","-0.0019311871"
"0.048425417","0.0026210526","-0.0019311871"
"0.048425417","0.0026210526","-0.0019311871"
"0.04257155","0.007630813","-0.0019706397"
"0.04257155","0.007630813","-0.0019706397"
"0.04640225","0.00312482","-0.003704962"
"0.04640225","0.00312482","-0.003704962"
"0.053936556","-0.014314901","-0.0057309554"
"0.053936556","-0.014314901","-0.0057309554"
"0.05464288","-0.029118057","-0.013949946"
"0.05464288","-0.029118057","-0.013949946"
"0.04882258","-0.0230816","-0.017758153"
"0.04882258","-0.0230816","-0.017758153"
"0.041612208","-0.028468996","-0.014845057"
"0.041612208","-0.028468996","-0.014845057"
"0.04286779","-0.022136662","-0.016984327"
"0.04286779","-0.022136662","-0.016984327"
"0.027696038","-0.006854233","-0.0078406455"
"0.027696038","-0.006854233","-0.0078406455"
"0.029606406","-0.003354936","-0.0066982065"
"0.029606406","-0.003354936","-0.0066982065"
"0.028793406","-0.003109639","-0.00982831"
"0.028793406","-0.003109639","-0.00982831"
"0.02835585","4.921193E-4","-0.01126817"
"0.02835585","4.921193E-4","-0.01126817"
"0.030134257","-0.0055659655","-0.014974196"
"0.030134257","-0.0055659655","-0.014974196"
"0.025384476","-0.005729843","-0.018577553"
"0.025384476","-0.005729843","-0.018577553"
"0.025384476","0.010740968","-0.0046454817"
"0.025384476","0.010740968","-0.0046454817"
"0.026905777","-9.852519E-4","-0.0049934555"
"0.026905777","-9.852519E-4","-0.0049934555"
"0.025142986","-0.003129497","-0.00846451"
"0.025142986","-0.003129497","-0.00846451"
"0.027989656","-0.004632048","-0.012092734"
"0.027989656","-0.004632048","-0.012092734"
"0.037716568","-0.022648845","-0.014569622"
"0.037716568","-0.022648845","-0.014569622"
"0.0540119","-0.04217056","-0.02272364"
"0.0540119","-0.04217056","-0.02272364"
"0.040229686","-0.0060665966","-0.014986236"
"0.040229686","-0.0060665966","-0.014986236"
"0.04005902","0.0025962987","-0.017735803"
"0.04005902","0.0025962987","-0.017735803"
"0.029705917","-0.0053725373","-0.02036115"
"0.029705917","-0.0053725373","-0.02036115"
"0.024190424","-0.0074907052","-0.019055905"
"0.024190424","-0.0074907052","-0.019055905"
"0.009774312","-0.0027998888","-0.01673464"
"0.009774312","-0.0027998888","-0.01673464"
"0.01122497","-5.3715083E-4","-0.012962021"
"0.01122497","-5.3715083E-4","-0.012962021"
"0.011959807","-0.0014939458","-0.012072377"
"0.011959807","-0.0014939458","-0.012072377"
"0.011959807","-3.4377654E-4","-0.016894633"
"0.011959807","-3.4377654E-4","-0.016894633"
"0.010844916","-2.7502124E-4","-0.014579932"
"0.010844916","-2.7502124E-4","-0.014579932"
"0.0061217924","0.007868094","-0.013579551"
"0.0061217924","0.007868094","-0.013579551"
"0.01064425","0.027791824","-0.011502176"
"0.01064425","0.027791824","-0.011502176"
"0.03299258","0.023084838","-0.006434755"
"0.03299258","0.023084838","-0.006434755"
"0.026394064","0.028897276","-0.009404705"
